,,,,,,,,,,,
A,B,C,D,Volume,Area,Area Formula,Volume Formula,Area:Volume Imagem,Peso fora,Densidade Arquimedes,Embriodiagnostico
58.27,45.16,32.02,26.25,60.04,74.92,76.83,62.23,1.25,55.20,1069.77,Nascido
59.08,45.28,31.67,27.41,61.39,76.05,77.85,63.41,1.24,57.10,1085.55,Nascido
61.10,44.78,32.44,28.66,62.38,77.19,78.78,64.14,1.24,58.70,1067.27,Nascido
62.19,46.04,35.91,26.28,67.18,81.08,82.73,69.02,1.21,64.40,1084.18,Nascido
57.56,42.49,32.44,25.12,50.68,67.51,70.59,54.41,1.33,51.40,1077.57,Nascido
59.58,41.74,33.17,26.41,52.65,69.25,70.91,54.35,1.32,51.10,1084.93,Nascido
61.08,44.75,33.69,27.39,62.55,77.34,78.73,64.05,1.24,57.20,1069.16,Falecido
61.10,46.22,31.56,29.54,56.86,75.88,81.91,68.34,1.33,59.00,1076.64,Nascido
54.26,41.70,28.91,25.35,41.40,62.16,65.89,49.39,1.50,45.00,1073.99,Nascido
60.85,43.01,33.44,27.41,56.90,72.90,74.76,58.93,1.28,54.10,1086.35,Nascido
60.65,44.05,31.22,29.43,57.55,74.51,76.76,61.63,1.29,57.30,1077.07,Falecido
56.45,44.16,29.37,27.09,56.37,71.53,72.91,57.64,1.27,52.20,1074.07,Nascido
59.33,46.12,32.61,26.72,65.22,79.02,79.94,66.07,1.21,60.70,1072.44,Nascido
59.00,46.61,30.14,28.86,61.10,79.35,80.62,67.11,1.30,58.20,1060.11,Nascido
60.29,45.66,31.81,28.48,62.49,78.47,79.88,65.81,1.26,59.50,1081.82,Nascido
59.45,43.66,33.87,25.59,57.77,73.08,74.84,59.34,1.27,53.50,1063.62,Nascido
60.45,45.51,34.18,26.28,61.75,76.66,79.78,65.55,1.24,58.80,1076.92,Nascido
59.42,44.38,33.34,26.09,59.71,74.52,76.33,61.29,1.25,55.90,1083.33,Nascido
57.86,45.05,31.72,26.14,60.35,75.12,76.18,61.49,1.24,57.30,1083.18,Nascido
58.69,46.91,32.62,26.07,65.99,79.30,81.02,67.62,1.20,59.10,1082.42,Falecido
56.10,43.24,30.60,25.50,49.17,70.24,70.72,54.92,1.43,48.90,1072.37,Nascido
57.31,45.25,30.43,26.89,59.33,74.10,76.05,61.45,1.25,55.90,1085.44,Falecido
61.41,45.13,32.58,28.84,63.37,77.63,79.86,65.50,1.23,60.50,1070.80,Nascido
55.84,43.61,29.86,25.98,53.33,68.99,71.21,55.61,1.29,50.00,1075.27,Nascido
60.18,46.85,32.97,27.21,67.93,81.38,82.39,69.15,1.20,62.40,1089.01,Nascido
56.22,44.43,30.38,25.84,54.41,71.46,73.26,58.10,1.31,49.60,1075.92,Nascido
61.87,47.54,34.98,26.89,70.28,83.14,85.73,73.23,1.18,63.70,1077.83,Nascido
58.90,44.37,34.09,24.81,59.82,74.44,75.83,60.71,1.24,55.60,1079.61,Nascido
58.27,44.42,31.28,26.99,58.87,73.98,75.23,60.19,1.26,56.40,1068.18,Nascido
58.22,43.43,32.37,25.85,55.72,71.68,73.13,57.49,1.29,55.50,1079.77,Nascido
61.23,44.52,32.38,28.85,61.04,76.11,78.35,63.55,1.25,56.20,1082.85,Nascido
57.22,45.85,28.98,28.23,59.03,74.20,77.20,62.98,1.26,53.00,1070.71,Nascido
57.42,42.88,31.35,26.07,52.81,68.72,71.23,55.29,1.30,48.10,1083.33,Nascido
57.50,43.44,32.65,24.85,56.37,71.86,72.51,56.83,1.27,51.40,1088.98,Nascido
62.80,46.48,34.94,27.87,69.04,82.45,84.29,71.04,1.19,63.40,1076.40,Nascido
61.67,43.14,35.24,26.43,58.60,74.50,75.88,60.11,1.27,56.50,1078.24,Nascido
62.93,43.79,34.13,28.79,61.18,76.39,78.45,63.20,1.25,55.90,1072.94,Nascido
59.27,44.44,30.90,28.37,59.59,74.67,76.25,61.30,1.25,53.20,1070.42,Nascido
58.45,42.83,32.08,26.37,51.13,68.97,72.11,56.15,1.35,51.10,1089.55,Nascido
58.08,43.51,31.92,26.16,55.26,70.93,73.16,57.57,1.28,51.50,1081.93,Nascido
60.08,44.01,33.44,26.64,59.72,74.93,76.16,60.92,1.25,54.80,1070.31,Nascido
57.52,42.49,30.84,26.68,52.65,68.86,70.51,54.37,1.31,48.30,1082.96,Nascido
58.29,44.19,31.05,27.24,57.84,72.88,74.76,59.59,1.26,51.20,1077.89,Nascido
55.59,46.30,31.70,23.90,61.08,75.30,76.60,62.39,1.23,58.10,1085.98,Nascido
59.23,46.44,33.13,26.10,61.79,79.23,80.56,66.89,1.28,62.00,1080.14,Nascido
57.99,44.88,32.02,25.97,59.72,74.37,75.97,61.17,1.25,57.40,1080.98,Nascido
60.47,45.16,30.85,29.62,62.29,76.92,78.96,64.57,1.23,61.70,1086.27,Nascido
60.68,44.10,33.47,27.21,60.75,75.86,76.94,61.80,1.25,56.80,1081.90,Nascido
58.27,45.41,32.05,26.22,61.26,75.88,77.36,62.92,1.24,59.00,1088.56,Nascido
58.43,45.76,32.16,26.28,61.88,76.46,78.26,64.06,1.24,55.80,1075.14,Nascido
57.56,45.50,30.92,26.64,60.34,74.99,76.83,62.40,1.24,55.90,1077.07,Nascido
54.88,43.72,31.78,23.10,53.29,69.07,70.60,54.93,1.30,52.30,1091.86,Nascido
58.73,42.68,31.88,26.85,55.42,71.11,72.05,56.01,1.28,54.20,1066.93,Nascido
58.49,45.13,33.30,25.19,52.73,79.24,77.02,62.38,1.50,59.20,1062.84,Nascido
58.38,45.05,33.99,24.39,60.39,75.13,76.78,62.04,1.24,55.70,1075.29,Nascido
61.52,46.46,33.38,28.14,67.54,81.07,82.90,69.53,1.20,60.00,1065.72,Nascido
53.24,43.51,27.65,25.59,49.13,67.14,68.53,52.78,1.37,50.00,1075.27,Nascido
61.27,45.96,34.17,27.10,65.48,79.46,81.57,67.76,1.21,63.40,1076.40,Nascido
56.14,42.56,30.72,25.42,51.98,68.09,69.37,53.24,1.31,53.70,1084.85,Nascido
56.77,43.71,32.17,24.60,55.79,71.22,72.37,56.80,1.28,54.50,1079.21,Nascido
56.75,44.21,32.90,23.85,57.28,72.48,73.42,58.09,1.27,53.00,1072.87,Nascido
59.64,45.97,31.06,28.58,62.14,77.48,79.89,65.99,1.25,56.90,1069.55,Nascido
57.06,43.76,30.15,26.91,50.32,68.64,72.68,57.21,1.36,53.50,1080.81,Nascido
57.66,43.38,31.09,26.57,55.82,71.07,72.48,56.82,1.27,55.20,1080.23,Nascido
60.22,41.91,30.62,29.60,51.88,69.61,71.81,55.38,1.34,54.00,1095.33,Nascido
59.77,44.96,32.65,27.12,58.77,75.95,77.88,63.26,1.29,58.00,1080.07,Nascido
61.00,45.19,33.40,27.60,63.55,78.06,79.60,65.23,1.23,59.50,1077.90,Nascido
58.16,44.83,32.99,25.17,59.14,74.15,76.04,61.19,1.25,54.00,1073.56,Falecido
58.86,45.28,31.42,27.43,56.64,75.49,77.63,63.17,1.33,59.80,1081.37,Nascido
58.88,44.05,33.21,25.66,57.77,73.16,75.11,59.83,1.27,54.70,1066.28,Nascido
57.98,44.69,30.38,27.60,56.03,74.58,75.52,60.64,1.33,56.50,1064.03,Nascido
57.63,44.11,33.07,24.56,53.93,71.93,74.03,58.71,1.33,54.30,1068.90,Nascido
59.58,44.84,32.86,26.72,60.25,75.20,77.44,62.73,1.25,55.30,1075.88,Nascido
58.63,44.30,32.97,25.66,58.31,73.56,75.39,60.25,1.26,53.90,1082.33,Nascido
59.13,44.55,34.98,24.15,56.29,73.72,76.48,61.45,1.31,53.00,1064.26,Nascido
60.10,43.76,33.46,26.64,57.88,73.45,75.65,60.25,1.27,55.10,1071.98,Nascido
55.70,41.91,28.60,27.10,40.36,65.49,67.63,51.23,1.62,49.70,1080.43,Nascido
60.44,44.96,33.80,26.64,62.61,77.33,78.55,63.95,1.24,59.60,1075.81,Nascido
60.00,44.69,32.90,27.10,61.28,75.95,77.53,62.75,1.24,57.10,1081.44,Nascido
57.36,43.78,30.20,27.16,55.57,71.22,73.01,57.57,1.28,53.30,1066.00,Falecido
60.95,48.31,31.59,29.36,71.59,84.10,86.40,74.46,1.17,66.40,1076.18,Nascido
60.18,43.88,33.35,26.82,59.05,74.19,75.98,60.67,1.26,57.20,1077.21,Nascido
54.53,43.98,28.16,26.37,53.43,68.88,70.70,55.23,1.29,54.10,1082.00,Nascido
57.88,43.80,31.97,25.91,57.26,72.65,73.60,58.16,1.27,55.80,1079.30,Nascido
62.66,47.13,35.09,27.57,71.37,83.80,85.62,72.89,1.17,65.60,1075.41,Nascido
58.67,45.64,32.84,25.84,61.78,76.05,78.28,64.01,1.23,54.10,1062.87,Nascido
55.72,44.63,29.23,26.49,55.99,71.05,73.19,58.13,1.27,53.50,1091.84,Nascido
59.77,43.44,33.67,26.10,57.22,72.77,74.68,59.07,1.27,53.90,1071.57,Nascido
60.85,44.70,34.35,26.49,62.49,77.29,78.41,63.65,1.24,61.20,1075.57,Nascido
57.56,43.51,30.65,26.91,55.41,71.11,72.64,57.05,1.28,52.20,1080.75,Nascido
59.40,44.83,30.70,28.71,59.84,74.86,77.20,62.50,1.25,55.90,1081.24,Nascido
59.43,47.34,33.24,26.19,67.60,80.78,82.74,69.75,1.20,60.20,1076.92,Nascido
58.36,45.80,30.45,27.91,57.14,78.04,78.24,64.09,1.37,58.00,1080.07,Nascido
57.67,44.14,31.60,26.07,56.23,71.45,74.10,58.85,1.27,53.00,1083.84,Nascido
61.68,45.38,34.85,26.82,59.25,80.45,80.73,66.51,1.36,60.50,1076.51,Nascido
59.18,43.83,32.22,26.96,57.90,73.36,74.89,59.53,1.27,56.00,1081.08,Nascido
56.66,41.81,31.72,24.94,50.31,66.83,68.37,51.87,1.33,47.20,1080.09,Nascido
60.43,46.85,31.20,29.23,66.49,80.08,82.60,69.43,1.20,60.40,1080.50,Nascido
56.02,42.96,30.40,25.62,48.26,65.90,70.08,54.15,1.37,55.00,1084.81,Nascido
63.35,46.77,36.21,27.14,70.58,83.72,85.54,72.56,1.19,66.30,1072.82,Nascido
54.28,41.97,30.18,24.10,48.52,64.85,66.47,50.05,1.34,45.50,1070.59,Nascido
62.77,47.46,33.38,29.39,71.47,84.15,86.41,74.02,1.18,68.80,1083.46,Nascido
62.10,46.02,31.70,30.40,62.89,78.64,82.49,68.87,1.25,60.40,1080.50,Nascido
56.66,42.84,33.27,23.40,52.48,68.60,70.52,54.44,1.31,49.10,1091.11,Nascido
61.40,46.32,34.73,26.66,67.04,80.84,82.52,68.98,1.21,62.40,1081.46,Nascido
61.91,47.28,33.61,28.30,69.69,82.59,85.12,72.45,1.19,63.50,1085.47,Nascido
58.20,41.39,32.62,25.59,48.43,66.34,68.94,52.22,1.37,47.10,1072.89,Nascido
62.39,45.30,33.44,28.95,66.05,80.18,81.21,67.04,1.21,61.80,1076.66,Nascido
58.46,46.52,33.06,25.40,63.34,77.15,79.97,66.25,1.22,57.10,1071.29,Falecido
60.15,45.37,32.09,28.06,62.66,76.94,79.12,64.83,1.23,55.10,1082.51,Nascido
59.38,41.51,33.99,25.39,52.52,69.18,70.29,53.58,1.32,48.30,1080.54,Nascido
57.87,45.85,33.07,24.80,62.10,75.79,77.95,63.70,1.22,57.60,1068.65,Nascido
57.94,43.89,30.59,27.35,57.28,72.39,73.80,58.45,1.26,55.30,1084.31,Nascido
60.16,44.88,32.84,27.32,62.11,76.48,78.09,63.45,1.23,58.10,1079.93,Nascido
59.68,45.60,32.24,27.43,63.01,77.11,79.16,64.98,1.22,54.60,1085.49,Nascido
58.52,45.46,30.13,28.39,61.36,75.82,77.67,63.33,1.24,51.70,1086.13,Nascido
58.48,46.69,30.13,28.35,62.62,77.63,80.28,66.76,1.24,62.20,1079.86,Falecido
58.70,44.66,30.62,28.09,59.94,74.65,76.15,61.30,1.25,56.90,1069.55,Nascido
60.54,44.42,32.02,28.51,60.37,75.50,77.44,62.53,1.25,59.80,1079.42,Nascido
56.89,44.83,30.72,26.16,57.89,72.86,74.75,59.85,1.26,55.70,1085.77,Nascido
59.52,44.21,33.40,26.12,58.85,74.18,76.06,60.92,1.26,53.50,1076.46,Nascido
60.23,44.68,33.12,27.12,61.45,76.15,77.73,62.95,1.24,52.90,1075.20,Nascido
55.42,42.64,29.84,25.59,51.20,67.13,68.86,52.77,1.31,47.90,1083.71,Nascido
60.10,44.53,31.17,28.93,60.16,75.29,77.24,62.40,1.25,57.10,1089.69,Nascido
58.89,42.11,33.59,25.30,52.62,69.28,71.06,54.67,1.32,52.20,1067.48,Nascido
57.03,43.42,31.28,25.75,51.92,70.90,71.98,56.30,1.37,52.40,1082.64,Falecido
58.95,44.91,33.12,25.84,59.61,74.45,76.99,62.25,1.25,52.40,1058.59,Nascido
58.13,45.30,32.72,25.42,60.48,75.04,77.01,62.46,1.24,56.80,1086.04,Nascido
57.91,43.88,30.34,27.57,56.84,72.12,73.75,58.39,1.27,55.10,1084.65,Nascido
61.10,43.76,34.21,26.89,59.61,74.93,76.62,61.25,1.26,58.20,1081.78,Nascido
59.50,42.94,32.65,26.85,56.27,72.07,73.34,57.46,1.28,56.10,1087.21,Nascido
59.43,43.24,32.65,26.77,56.51,72.34,73.89,58.18,1.28,52.80,1073.17,Falecido
57.31,43.60,29.68,27.63,54.57,70.11,72.58,57.04,1.28,50.90,1078.39,Nascido
54.15,41.31,28.23,25.91,45.99,63.39,65.03,48.40,1.38,43.70,1087.06,Falecido
57.63,44.80,30.72,26.91,57.52,73.36,75.42,60.57,1.28,54.80,1083.00,Nascido
58.46,44.85,32.02,26.44,59.05,74.43,76.36,61.59,1.26,57.00,1079.55,Nascido
56.97,44.43,30.88,26.09,56.79,71.90,73.99,58.87,1.27,54.40,1088.00,Falecido
53.91,43.13,30.35,23.56,51.07,66.78,68.46,52.51,1.31,47.00,1093.02,Nascido
57.06,45.47,32.05,25.00,59.60,74.39,76.31,61.78,1.25,51.80,1088.24,Falecido
58.83,45.03,30.43,28.41,60.39,75.23,77.06,62.45,1.25,51.00,1085.11,Falecido
56.84,43.26,30.18,26.66,54.05,69.77,71.43,55.69,1.29,49.40,1085.71,Nascido
58.66,42.12,31.08,27.59,53.46,69.42,70.81,54.49,1.30,49.60,1085.34,Nascido
57.98,43.68,30.88,27.10,56.63,72.07,73.40,57.92,1.27,50.20,1093.68,Nascido
58.74,45.13,34.01,24.72,61.12,75.85,77.30,62.65,1.24,50.30,1088.74,Nascido
59.66,47.63,33.34,26.32,67.61,80.54,83.61,70.88,1.19,53.50,1087.40,Nascido
58.25,44.69,31.38,26.87,55.76,73.65,75.80,60.92,1.32,48.70,1089.49,Nascido
57.79,43.24,28.91,28.89,55.73,71.48,72.28,56.56,1.28,47.70,1096.55,Nascido
54.24,41.70,28.37,25.87,47.94,64.36,65.86,49.37,1.34,40.40,1086.02,Nascido
57.56,42.99,32.44,25.12,53.92,69.91,71.61,55.69,1.30,44.40,1088.24,Nascido
58.77,44.91,31.78,26.99,60.82,75.60,76.78,62.07,1.24,47.20,1087.56,Nascido
59.98,44.43,33.63,26.35,60.82,75.73,76.97,61.99,1.25,56.30,1080.61,Nascido
58.52,43.96,33.67,24.85,57.28,72.75,74.60,59.22,1.27,55.00,1086.96,Nascido
58.33,44.26,31.45,26.89,57.96,73.21,74.96,59.82,1.26,57.20,1087.45,Nascido
56.84,42.74,28.93,27.91,52.87,68.97,70.35,54.35,1.30,52.60,1095.83,Nascido
63.07,44.48,35.17,27.91,60.66,77.87,80.13,65.35,1.28,60.40,1092.22,Nascido
60.82,44.66,32.55,28.26,62.47,77.20,78.26,63.53,1.24,56.80,1090.21,Nascido
61.28,45.66,32.02,29.26,64.27,78.36,80.87,66.89,1.22,57.70,1086.63,Nascido
55.92,41.81,28.73,27.18,48.70,65.64,67.63,51.19,1.35,46.00,1092.64,Nascido
58.27,44.42,29.76,28.51,58.28,73.52,75.21,60.19,1.26,56.20,1091.26,Nascido
63.05,45.16,34.04,29.01,65.57,80.02,81.57,67.34,1.22,61.80,1080.42,Nascido
59.73,44.18,32.88,26.85,56.59,74.28,76.17,61.04,1.31,56.30,1093.20,Nascido
57.19,46.85,30.88,26.31,63.18,77.17,79.35,65.74,1.22,55.70,1085.77,Nascido
58.54,45.53,30.94,27.60,60.58,75.46,77.84,63.53,1.25,54.20,1094.95,Nascido
58.96,45.85,29.98,28.98,59.20,76.45,78.94,64.90,1.29,57.00,1083.65,Nascido
60.98,43.18,33.87,27.12,58.09,73.62,75.26,59.53,1.27,53.40,1080.97,Nascido
59.08,44.01,32.69,26.39,58.61,73.91,75.18,59.91,1.26,51.70,1081.59,Nascido
61.75,45.94,34.63,27.12,66.53,80.29,82.03,68.24,1.21,54.60,1092.00,Nascido
60.54,45.48,34.17,26.37,63.15,77.59,79.80,65.57,1.23,51.40,1086.68,Nascido
57.45,42.91,29.60,27.85,53.80,69.71,71.29,55.39,1.30,52.70,1084.36,Nascido
58.69,44.39,33.87,24.82,58.50,73.45,75.67,60.56,1.26,57.00,1087.79,Nascido
58.18,43.58,32.99,25.19,56.85,72.47,73.45,57.87,1.27,55.70,1079.46,Nascido
57.73,42.43,31.87,25.87,52.50,68.73,70.60,54.42,1.31,50.20,1088.94,Nascido
59.90,44.80,32.47,27.43,60.53,75.48,77.66,62.95,1.25,53.90,1095.53,Nascido
61.41,44.73,31.84,29.57,61.84,76.54,78.97,64.33,1.24,53.10,1079.27,Nascido
60.41,45.77,30.99,29.42,61.77,77.74,80.23,66.27,1.26,58.50,1091.42,Nascido
59.60,44.01,30.45,29.16,58.10,73.57,75.64,60.44,1.27,53.60,1091.65,Nascido
58.38,42.78,31.70,26.69,55.08,70.95,71.93,55.95,1.29,50.90,1087.61,Nascido
58.99,43.11,33.55,25.44,55.97,71.81,73.24,57.41,1.28,53.90,1071.57,Nascido
59.73,45.94,32.62,27.12,63.57,77.66,79.96,66.01,1.22,58.30,1081.63,Nascido
60.25,44.69,32.63,27.62,61.53,76.34,77.77,63.01,1.24,55.40,1082.03,Nascido
55.74,41.43,29.88,25.85,47.81,64.48,66.71,50.09,1.35,48.80,1077.26,Nascido
62.53,45.96,34.42,28.12,65.98,80.08,82.84,69.17,1.21,60.90,1077.88,Nascido
60.77,44.71,31.40,29.37,61.50,76.41,78.30,63.61,1.24,57.10,1098.08,Nascido
63.05,45.48,33.40,29.66,63.72,79.82,82.27,68.29,1.25,62.90,1082.62,Falecido
61.08,46.00,32.19,28.89,65.77,79.71,81.42,67.68,1.21,61.70,1095.91,Falecido
56.27,43.21,29.16,27.12,52.14,68.09,70.80,55.03,1.31,50.80,1094.83,Nascido
59.25,41.18,31.40,27.85,51.36,68.07,69.42,52.61,1.33,50.00,1084.60,Nascido
60.77,46.21,34.15,26.62,66.00,79.75,81.62,67.94,1.21,62.40,1087.11,Nascido
63.22,43.41,32.35,30.87,60.06,75.55,77.86,62.37,1.26,55.90,1091.80,Nascido
59.35,43.01,34.71,24.64,56.42,72.22,73.41,57.49,1.28,51.40,1110.15,Nascido
60.47,45.92,31.87,28.60,64.71,78.71,80.63,66.77,1.22,60.30,1084.53,Nascido
58.48,45.92,29.63,28.85,62.36,76.65,78.63,64.59,1.23,56.60,1084.29,Nascido
57.67,44.89,31.10,26.57,57.63,72.75,75.66,60.87,1.26,53.20,1081.30,Nascido
59.83,47.02,31.92,27.91,66.73,80.20,82.39,69.26,1.20,64.20,1078.99,Nascido
57.79,41.72,31.92,25.87,51.34,67.86,69.20,52.66,1.32,50.90,1089.94,Nascido
57.29,42.74,30.67,26.62,53.37,69.36,70.80,54.79,1.30,49.30,1067.10,Nascido
61.25,44.69,32.65,28.60,62.20,77.05,78.75,64.06,1.24,54.90,1078.59,Nascido
57.02,46.73,31.67,25.35,63.17,77.04,78.93,65.20,1.22,53.50,1070.00,Falecido
59.11,44.78,30.92,28.18,59.72,74.61,76.80,62.05,1.25,53.90,1078.00,Nascido
56.88,43.61,31.58,25.30,55.53,70.65,72.23,56.64,1.27,54.60,1070.59,Nascido
59.31,42.74,32.42,26.89,55.52,71.50,72.72,56.72,1.29,55.90,1083.33,Nascido
59.98,43.68,33.12,26.87,59.33,74.54,75.35,59.91,1.26,57.50,1078.80,Nascido
59.58,44.50,34.46,25.12,60.33,75.32,76.79,61.79,1.25,54.50,1081.35,Nascido
57.16,45.85,30.70,26.46,60.76,75.03,77.17,62.92,1.23,52.20,1071.87,Nascido
56.49,42.43,30.63,25.85,49.31,67.18,69.42,53.24,1.36,46.70,1066.21,Nascido
56.42,41.88,31.09,25.34,50.29,66.53,68.27,51.82,1.32,47.00,1080.46,Nascido
59.26,44.39,32.05,27.21,58.64,73.72,76.14,61.14,1.26,56.10,1089.32,Nascido
55.45,43.16,31.10,24.35,50.67,68.02,69.97,54.09,1.34,47.80,1081.45,Nascido
58.41,44.38,32.85,25.56,58.95,73.73,75.34,60.24,1.25,50.40,1090.91,Nascido
59.22,44.93,33.62,25.60,60.09,74.92,77.30,62.58,1.25,50.40,1083.87,Nascido
59.54,45.23,33.42,26.12,62.02,76.53,78.26,63.78,1.23,54.40,1088.00,Nascido
57.66,43.38,31.84,25.82,54.61,70.21,72.50,56.82,1.29,48.10,1093.18,Nascido
56.25,42.89,31.56,24.69,52.51,68.52,70.18,54.19,1.30,45.10,1071.26,Falecido
58.70,42.39,32.37,26.34,53.61,69.72,71.44,55.24,1.30,53.40,1089.80,Nascido
59.93,46.35,31.72,28.21,65.13,79.02,81.01,67.40,1.21,60.70,1068.66,Nascido
58.27,44.42,32.02,26.25,55.32,74.75,75.25,60.19,1.35,53.60,1072.00,Nascido
56.29,42.74,31.15,25.14,50.11,66.52,69.89,53.83,1.33,47.00,1085.45,Nascido
60.81,44.63,32.40,28.41,59.07,76.52,78.17,63.41,1.30,56.80,1075.76,Nascido
59.24,44.63,33.27,25.97,58.06,74.96,76.68,61.79,1.29,56.60,1088.46,Nascido
58.72,43.41,30.37,28.35,56.43,71.99,73.53,57.93,1.28,47.70,1086.56,Nascido
59.85,45.28,32.19,27.66,59.95,76.39,78.62,64.24,1.27,51.30,1086.86,Nascido
55.14,43.06,31.47,23.67,50.53,67.24,69.49,53.53,1.33,48.90,1074.73,Nascido
58.04,44.98,30.90,27.14,59.81,74.61,76.19,61.49,1.25,56.80,1067.67,Nascido
57.77,43.14,31.31,26.46,54.82,70.64,72.10,56.31,1.29,53.60,1082.83,Nascido
58.94,44.39,30.84,28.10,58.80,73.69,75.82,60.82,1.25,55.80,1073.08,Nascido
60.75,44.94,32.90,27.85,62.57,77.10,78.80,64.25,1.23,54.40,1075.10,Nascido
60.01,47.68,32.55,27.46,69.57,82.20,84.04,71.43,1.18,58.70,1085.03,Falecido
59.79,45.23,33.67,26.12,62.19,76.70,78.51,64.05,1.23,54.90,1078.59,Falecido
57.38,43.31,30.47,26.91,54.78,70.56,72.06,56.35,1.29,50.80,1092.47,Falecido
59.27,44.46,31.40,27.87,59.73,74.68,76.30,61.35,1.25,55.60,1071.29,Nascido
59.29,45.46,31.67,27.62,61.80,76.30,78.46,64.16,1.23,55.30,1084.31,Nascido
58.62,43.85,34.33,24.30,57.21,72.05,74.48,59.02,1.26,47.80,1093.82,Falecido
54.95,43.41,30.12,24.84,52.40,68.08,69.98,54.22,1.30,47.50,1089.45,Nascido
56.79,44.98,32.42,24.37,59.02,73.82,75.04,60.17,1.25,54.60,1070.59,Nascido
59.08,43.76,31.94,27.14,57.62,73.19,74.63,59.23,1.27,55.30,1075.88,Nascido
58.00,41.95,33.13,24.87,51.97,68.38,69.91,53.44,1.32,50.90,1089.94,Nascido
56.41,43.83,29.73,26.69,56.18,71.58,72.20,56.75,1.27,55.50,1077.67,Nascido
57.09,45.75,29.68,27.41,60.24,74.83,76.87,62.57,1.24,51.50,1093.42,Nascido
61.33,47.02,33.94,27.39,69.35,82.47,83.97,71.00,1.19,63.10,1078.63,Nascido
59.52,45.46,30.15,29.37,62.33,76.83,78.67,64.41,1.23,56.10,1074.71,Nascido
57.73,43.94,30.12,27.62,57.40,72.57,73.70,58.38,1.26,52.00,1094.74,Nascido
57.66,43.38,33.85,23.81,56.52,71.67,72.58,56.82,1.27,55.20,1090.91,Nascido
58.47,45.42,31.87,26.60,57.04,78.17,77.58,63.17,1.37,57.30,1079.10,Nascido
57.66,45.38,29.83,27.84,60.38,74.86,76.65,62.18,1.24,56.20,1072.52,Nascido
60.48,44.43,31.87,28.62,52.48,70.92,77.40,62.50,1.35,56.70,1082.06,Nascido
59.17,43.63,30.34,28.84,57.39,72.69,74.43,58.98,1.27,55.10,1078.28,Nascido
63.23,44.93,34.88,28.35,65.59,79.91,81.25,66.82,1.22,62.70,1081.03,Nascido
60.27,43.96,34.40,25.87,60.52,75.56,76.28,60.99,1.25,56.70,1100.97,Nascido
58.68,43.03,32.65,26.03,54.86,70.89,72.75,56.89,1.29,50.00,1077.59,Nascido
60.07,46.47,32.83,27.24,65.20,79.19,81.45,67.91,1.21,58.50,1087.36,Nascido
61.20,45.35,34.76,26.44,63.61,77.99,80.19,65.91,1.23,58.90,1078.75,Nascido
55.76,42.70,28.62,27.14,52.05,67.98,69.25,53.22,1.31,50.20,1065.82,Nascido
57.69,43.28,32.65,25.04,53.55,70.25,72.34,56.57,1.31,55.10,1078.28,Nascido
55.22,41.93,30.38,24.84,49.68,65.99,67.25,50.83,1.33,48.50,1077.78,Nascido
60.54,44.42,33.33,27.21,61.65,76.58,77.47,62.53,1.24,55.10,1076.17,Nascido
58.66,46.23,33.55,25.11,63.88,78.01,79.57,65.66,1.22,56.90,1069.55,Nascido
54.34,44.46,30.22,24.12,54.00,69.54,71.54,56.25,1.29,51.10,1062.37,Falecido
56.17,42.84,32.47,23.70,52.78,68.78,70.02,53.96,1.30,51.60,1072.77,Falecido
57.19,42.64,32.35,24.84,53.30,69.11,70.56,54.45,1.30,53.90,1071.57,Nascido
55.72,43.39,29.48,26.25,53.44,69.02,70.65,54.94,1.29,52.70,1075.51,Nascido
59.38,45.30,30.97,28.41,60.97,75.75,78.19,63.80,1.24,56.30,1082.69,Nascido
57.87,46.25,33.11,24.76,62.55,76.55,78.81,64.82,1.22,55.20,1078.13,Falecido
55.39,42.06,28.18,27.21,50.16,66.48,67.64,51.31,1.33,50.00,1089.32,Nascido
57.42,42.63,32.85,24.57,53.05,68.96,70.77,54.64,1.30,52.70,1054.00,Nascido
57.66,45.33,30.45,27.21,60.60,75.19,76.54,62.02,1.24,59.50,1074.01,Falecido
59.47,44.43,33.62,25.85,59.92,74.80,76.47,61.45,1.25,55.80,1091.98,Nascido
56.05,44.73,29.68,26.37,56.91,71.99,73.71,58.72,1.27,51.40,,Nascido
62.87,44.30,35.66,27.21,61.31,76.55,79.55,64.61,1.25,58.40,1073.53,Nascido
56.84,43.98,30.85,26.00,55.65,70.96,72.95,57.58,1.28,53.60,1096.11,Nascido
59.17,42.38,34.35,24.82,54.15,70.16,71.92,55.65,1.30,53.10,1064.13,Nascido
59.52,43.71,31.38,28.14,57.97,73.41,74.95,59.55,1.27,57.30,1075.05,Nascido
57.66,42.88,33.60,24.06,53.48,69.26,71.54,55.51,1.30,50.00,1086.96,Nascido
57.86,46.80,32.47,25.39,63.23,77.22,79.94,66.34,1.22,58.30,1069.72,Nascido
59.48,43.43,32.62,26.87,56.52,72.15,74.34,58.74,1.28,56.10,1083.01,Nascido
57.15,42.62,31.58,25.57,53.06,68.74,70.45,54.35,1.30,52.20,1085.24,Nascido
59.97,42.16,34.88,25.09,54.89,70.99,72.21,55.81,1.29,55.20,1093.07,Nascido
56.07,44.26,29.43,26.64,55.45,70.86,72.74,57.50,1.28,53.00,1083.84,Nascido
60.00,47.46,32.90,27.10,66.17,80.78,83.56,70.76,1.22,64.80,1081.80,Nascido
